Codigo;UF;Municipios;Pop2000;Homens;Mulheres;Urbana;Rural;Pop2010;Pop2021
1100015;RO;Alta Floresta DOeste;26533;12670;11752;13992;10430;24422;22516
1100023;RO;Ariquemes;74503;45538;44816;69606;20748;90354;111148
1100031;RO;Cabixi;7518;3262;3047;2693;3616;6309;5067
1100049;RO;Cacoal;73568;39155;39446;61931;16670;78601;86416
1100056;RO;Cerejeiras;18207;8552;8478;14420;2610;17030;16088
1100064;RO;Colorado do Oeste;21892;9333;9269;13666;4936;18602;15213
1100072;RO;Corumbiara;10459;4722;4080;2590;6212;8802;7052
1100080;RO;Costa Marques;10208;7209;6491;7504;6196;13700;19255
1100098;RO;Espigão DOeste;25688;14633;14108;20629;8112;28741;33009
1100106;RO;Guajará-Mirim;38045;20940;20706;35197;6449;41646;46930
1100114;RO;Jaru;53600;26037;26006;35141;16902;52043;51469
1100122;RO;Ji-Paraná;106800;57834;58753;104841;11746;116587;131026
1100130;RO;Machadinho DOeste;22739;16519;14588;16176;14931;31107;41724
1100148;RO;Nova Brasilândia DOeste;17067;10328;9517;8370;11475;19845;20504
1100155;RO;Ouro Preto do Oeste;40884;18709;19232;28208;9733;37941;35445
1100189;RO;Pimenta Bueno;31752;17010;16744;29358;4396;33754;37098
1100205;RO;Porto Velho;334661;215561;210997;391014;35544;426558;548952
1100254;RO;Presidente Médici;26365;11316;11003;13296;9023;22319;18165
1100262;RO;Rio Crespo;2937;1767;1549;1064;2252;3316;3843
1100288;RO;Rolim de Moura;47382;25178;25494;41454;9218;50672;55748
1100296;RO;Santa Luzia DOeste;11603;4596;4290;4525;4361;8886;5942
1100304;RO;Vilhena;53598;37779;38408;72212;3975;76187;104517
1100320;RO;São Miguel do Guaporé;23874;11327;10497;8471;13353;21824;23147
1100338;RO;Nova Mamoré;14778;11738;10814;13069;9483;22552;32184
1100346;RO;Alvorada DOeste;19832;8677;8187;8837;8027;16864;13807
1100379;RO;Alto Alegre dos Parecis;12708;6746;6080;3665;9161;12826;13268
1100403;RO;Alto Paraíso;13118;9025;8119;8216;8928;17144;22258
1100452;RO;Buritis;25668;16746;15639;18113;14272;32385;41043
1100502;RO;Novo Horizonte do Oeste;12276;5333;4904;1732;8505;10237;8125
1100601;RO;Cacaulândia;5372;2960;2767;2068;3659;5727;6307
1100700;RO;Campo Novo de Rondônia;11463;6770;5899;3371;9298;12669;14391
1100809;RO;Candeias do Jamari;13107;10327;9455;12898;6884;19782;28068
1100908;RO;Castanheiras;4212;1831;1750;842;2739;3581;2923
1100924;RO;Chupinguaia;5521;4409;3895;3670;4634;8304;11755
1100940;RO;Cujubim;6536;8476;7397;11065;4808;15873;27131
1101005;RO;Governador Jorge Teixeira;13641;5471;5042;2361;8152;10513;7130
1101104;RO;Itapuã do Oeste;6822;4563;3998;5220;3341;8561;10819
1101203;RO;Ministro Andreazza;11342;5306;5048;3074;7280;10354;9461
1101302;RO;Mirante da Serra;13154;6057;5812;6432;5437;11869;10691
1101401;RO;Monte Negro;12627;7407;6683;7387;6703;14090;16158
1101435;RO;Nova União;8233;4003;3495;1540;5958;7498;6822
1101450;RO;Parecis;3622;2596;2214;1774;3036;4810;6319
1101468;RO;Pimenteiras do Oeste;2527;1223;1099;1297;1025;2322;2127
1101476;RO;Primavera de Rondônia;4311;1856;1667;1282;2241;3523;2697
1101484;RO;São Felipe DOeste;7056;3086;2932;1444;4574;6018;4962
1101492;RO;São Francisco do Guaporé;11085;8410;7609;8227;7792;16019;21088
1101500;RO;Seringueiras;11655;6090;5559;4407;7242;11649;11846
1101559;RO;Teixeirópolis;5618;2544;2349;1718;3175;4893;4160
1101609;RO;Theobroma;11140;5649;4995;1980;8664;10644;10348
1101708;RO;Urupá;14880;6729;6240;5141;7828;12969;11081
1101757;RO;Vale do Anari;7737;4972;4389;3184;6177;9361;11545
1101807;RO;Vale do Paraíso;9863;4249;3969;2276;5942;8218;6490
1200013;AC;Acrelândia;7935;6597;5941;5916;6622;12538;15721
1200054;AC;Assis Brasil;3490;3091;2984;3703;2372;6075;7649
1200104;AC;Brasiléia;17013;11060;10378;14299;7139;21438;27123
1200138;AC;Bujari;5826;4560;3914;3681;4793;8474;10572
1200179;AC;Capixaba;5206;4658;4152;3928;4882;8810;12280
1200203;AC;Cruzeiro do Sul;67441;39185;39259;55259;23185;78444;89760
1200252;AC;Epitaciolândia;11028;7636;7490;10622;4504;15126;18979
1200302;AC;Feijó;26722;16660;15651;16635;15676;32311;34986
1200328;AC;Jordão;4454;3396;3135;2265;4266;6531;8628
1200336;AC;Mâncio Lima;11095;7856;7390;8782;6464;15246;19643
1200344;AC;Manoel Urbano;6374;4256;3733;5285;2704;7989;9701
1200351;AC;Marechal Thaumaturgo;8295;7437;6763;3971;10229;14200;19727
1200385;AC;Plácido de Castro;15172;8997;8206;10390;6813;17203;20147
1200393;AC;Porto Walter;5485;4791;4381;3317;5855;9172;12497
1200401;AC;Rio Branco;253059;163396;172400;308418;27378;335796;419452
1200427;AC;Rodrigues Alves;8093;7450;6884;4325;10009;14334;19767
1200435;AC;Santa Rosa do Purus;2246;2373;2239;1894;2718;4612;6893
1200450;AC;Senador Guiomard;19761;10328;9825;12670;7483;20153;23446
1200500;AC;Sena Madureira;29420;19704;18289;25132;12861;37993;47168
1200609;AC;Tarauacá;26037;18317;17209;19363;16163;35526;43730
1200708;AC;Xapuri;11956;8310;7706;10270;5746;16016;19866
1200807;AC;Porto Acre;11418;7806;7000;1955;12851;14806;19141
1300029;AM;Alvarães;12150;7408;6672;7878;6202;14080;16396
1300060;AM;Amaturá;7308;4986;4671;4945;4712;9657;11934
1300086;AM;Anamã;6563;5434;4759;4174;6019;10193;14292
1300102;AM;Anori;11320;8497;7792;9989;6300;16289;21937
1300144;AM;Apuí;13864;9571;8488;10606;7453;18059;22739
1300201;AM;Atalaia do Norte;10049;7851;7298;6891;8258;15149;20868
1300300;AM;Autazes;24345;16829;15047;13885;17991;31876;41005
1300409;AM;Barcelos;24197;13814;11901;11160;14555;25715;27772
1300508;AM;Barreirinha;22579;14316;13045;12422;14939;27361;32919
1300607;AM;Benjamin Constant;23219;17246;16145;20132;13259;33391;44873
1300631;AM;Beruri;11038;8153;7347;7795;7705;15500;20503
1300680;AM;Boa Vista do Ramos;10482;7948;6973;7521;7400;14921;20040
1300706;AM;Boca do Acre;26959;15545;14335;19273;10607;29880;34958
1300805;AM;Borba;28619;17953;16499;14409;20043;34452;42328
1300839;AM;Caapiranga;8803;5776;5133;5140;5769;10909;13482
1300904;AM;Canutama;10737;6868;5859;6682;6045;12727;15981
1301001;AM;Carauari;23421;13195;12505;19754;5946;25700;28719
1301100;AM;Careiro;27554;16922;15709;9440;23191;32631;38820
1301159;AM;Careiro da Várzea;17267;12707;11256;1000;22963;23963;31459
1301209;AM;Coari;67096;39429;36480;49638;26271;75909;86713
1301308;AM;Codajás;17507;12029;11090;15808;7311;23119;29691
1301407;AM;Eirunepé;26074;15791;14875;22178;8488;30666;36121
1301506;AM;Envira;19060;8395;7933;10553;5775;16328;20748
1301605;AM;Fonte Boa;31509;11744;10915;15039;7620;22659;16409
1301654;AM;Guajará;13220;7340;6734;7457;6617;14074;17193
1301704;AM;Humaitá;32796;23115;21001;30475;13641;44116;57195
1301803;AM;Ipixuna;14759;11331;10868;9452;12747;22199;31172
1301852;AM;Iranduba;32303;20976;19759;28928;11807;40735;49718
1301902;AM;Itacoatiara;72105;44419;42421;58175;28665;86840;104046
1301951;AM;Itamarati;8406;4238;3802;4474;3566;8040;7777
1302009;AM;Itapiranga;7309;4297;3903;6447;1753;8200;9312
1302108;AM;Japurá;10285;3804;3485;3319;3970;7289;1755
1302207;AM;Juruá;6584;5564;5258;5686;5136;10822;15495
1302306;AM;Jutaí;22500;9416;8548;10559;7405;17964;13462
1302405;AM;Lábrea;28956;19586;17988;24223;13351;37574;47685
1302504;AM;Manacapuru;73695;43429;41715;60178;24966;85144;99613
1302553;AM;Manaquiri;12711;11747;11060;7068;15739;22807;33981
1302603;AM;Manaus;1405835;879893;922632;1793416;9109;1802525;2255903
1302702;AM;Manicoré;38038;24681;22330;20347;26664;47011;57405
1302801;AM;Maraã;17079;9339;8025;8759;8605;17364;18298
1302900;AM;Maués;40036;27084;24763;25836;26011;51847;66159
1303007;AM;Nhamundá;15355;9496;8782;7010;11268;18278;21710
1303106;AM;Nova Olinda do Norte;23725;15782;14979;13648;17113;30761;38665
1303205;AM;Novo Airão;9651;7655;7125;9490;5290;14780;20395
1303304;AM;Novo Aripuanã;17119;11405;9984;14079;7310;21389;26443
1303403;AM;Parintins;90150;52318;49748;69905;32161;102066;116439
1303502;AM;Pauini;17092;9485;8668;9264;8889;18153;19616
1303536;AM;Presidente Figueiredo;17394;14321;12800;12999;14122;27121;38095
1303569;AM;Rio Preto da Eva;17582;13416;12342;12244;13514;25758;34856
1303601;AM;Santa Isabel do Rio Negro;10561;9315;8818;6858;11275;18133;26566
1303700;AM;Santo Antônio do Içá;28213;12591;11896;12954;11533;24487;20889
1303809;AM;São Gabriel da Cachoeira;29947;19144;18156;19001;18299;37300;47031
1303908;AM;São Paulo de Olivença;23113;16268;15158;14267;17159;31426;40837
1303957;AM;São Sebastião do Uatumã;7160;5670;5018;5907;4781;10688;14678
1304005;AM;Silves;7785;4500;3945;4033;4412;8445;9289
1304062;AM;Tabatinga;37919;26347;25932;36371;15908;52279;68502
1304104;AM;Tapauá;20595;10075;9002;10618;8459;19077;16876
1304203;AM;Tefé;64457;31492;29907;50072;11327;61399;59250
1304237;AM;Tonantins;15512;8767;8289;8903;8153;17056;19038
1304260;AM;Uarini;10254;6319;5587;6799;5107;11906;13839
1304302;AM;Urucará;18372;8829;8190;9868;7151;17019;16007
1304401;AM;Urucurituba;12264;9467;8264;10355;7376;17731;24098
1400027;RR;Amajari;5294;4995;4335;1219;8111;9330;13561
1400050;RR;Alto Alegre;17907;8592;7694;4780;11506;16286;15249
1400100;RR;Boa Vista;200568;140808;143450;277754;6504;284258;436591
1400159;RR;Bonfim;9326;5883;5068;3716;7235;10951;12701
1400175;RR;Cantá;8571;7470;6308;2257;11521;13778;19257
1400209;RR;Caracaraí;14286;9725;8659;10889;7495;18384;22635
1400233;RR;Caroebe;5692;4309;3805;3324;4790;8114;10595
1400282;RR;Iracema;4781;4593;4083;4078;4598;8676;12637
1400308;RR;Mucajaí;11247;7872;6942;8944;5870;14814;18482
1400407;RR;Normandia;6138;4670;4256;2311;6615;8926;11772
1400456;RR;Pacaraima;6990;5418;5030;4516;5932;10448;20108
1400472;RR;Rorainópolis;17393;13672;11915;10679;14908;25587;31387
1400506;RR;São João da Baliza;5091;3556;3222;4775;2003;6778;8492
1400605;RR;São Luiz;5311;3568;3182;4455;2295;6750;8232
1400704;RR;Uiramutã;5802;4212;3935;1083;7064;8147;11014
1500107;PA;Abaetetuba;119152;71612;69442;82950;58104;141054;160439
1500131;PA;Abel Figueiredo;5957;3542;3250;6046;746;6792;7536
1500206;PA;Acará;52126;28139;25466;12625;40980;53605;55744
1500305;PA;Afuá;29505;18449;16568;9478;25539;35017;39910
1500347;PA;Água Azul do Norte;22084;13618;11443;4876;20185;25061;27797
1500404;PA;Alenquer;41784;27086;25628;27774;24940;52714;57390
1500503;PA;Almeirim;33957;17502;16163;19972;13693;33665;34044
1500602;PA;Altamira;77439;52814;52216;90068;14962;105030;117320
1500701;PA;Anajás;18322;12968;11803;9492;15279;24771;30091
1500800;PA;Ananindeua;393569;226537;245207;470590;1154;471744;540410
1500859;PA;Anapu;9407;10965;9528;9840;10653;20493;29312
1500909;PA;Augusto Corrêa;33011;20994;19505;18237;22262;40499;46937
1500958;PA;Aurora do Pará;19728;13630;12949;8174;18405;26579;32200
1501006;PA;Aveiro;15518;8319;7448;3182;12585;15767;16421
1501105;PA;Bagre;13708;12136;11719;10652;13203;23855;31967
1501204;PA;Baião;21119;19450;17457;18555;18352;36907;49454
1501253;PA;Bannach;3780;1849;1585;1284;2150;3434;3239
1501303;PA;Barcarena;63268;50379;49421;36357;63443;99800;129333
1501402;PA;Belém;1280614;658188;733843;1380836;11195;1392031;1506420
1501451;PA;Belterra;14594;8483;7841;6853;9471;16324;17944
1501501;PA;Benevides;35546;25824;25839;28907;22756;51663;64780
1501576;PA;Bom Jesus do Tocantins;13106;8028;7218;8160;7086;15246;17254
1501600;PA;Bonito;9814;7114;6516;3827;9803;13630;16769
1501709;PA;Bragança;93779;57244;55921;72595;40570;113165;130122
1501725;PA;Brasil Novo;17193;9627;8333;6912;11048;17960;14883
1501758;PA;Brejo Grande do Araguaia;7464;3836;3488;4320;3004;7324;7357
1501782;PA;Breu Branco;32446;27090;25407;29303;23194;52497;68597
1501808;PA;Breves;80158;47780;45085;46561;46304;92865;104280
1501907;PA;Bujaru;21032;13338;12362;8099;17601;25700;29717
1501956;PA;Cachoeira do Piriá;15437;13710;12766;5523;20953;26476;35307
1502004;PA;Cachoeira do Arari;15783;10552;9908;7365;13095;20460;24355
1502103;PA;Cametá;97624;62023;58881;52846;68058;120904;140814
1502152;PA;Canaã dos Carajás;10922;13589;13138;20738;5989;26727;39103
1502202;PA;Capanema;57119;31496;32132;50736;12892;63628;69828
1502301;PA;Capitão Poço;49769;26618;25281;21447;30452;51899;54545
1502400;PA;Castanhal;134496;84421;88675;153321;19775;173096;205667
1502509;PA;Chaves;17350;11216;9922;2500;18638;21138;24175
1502608;PA;Colares;10632;5881;5501;3662;7720;11382;12175
1502707;PA;Conceição do Araguaia;43386;23313;22217;32452;13078;45530;48115
1502756;PA;Concórdia do Pará;20956;14591;13630;15091;13130;28221;34236
1502764;PA;Cumaru do Norte;5978;6087;4391;2737;7741;10478;14044
1502772;PA;Curionópolis;19486;9672;8623;12528;5767;18295;17764
1502806;PA;Curralinho;20016;15073;13509;10938;17644;28582;35530
1502855;PA;Curuá;9224;6456;5806;5781;6481;12262;14776
1502905;PA;Curuçá;26160;17647;16843;12210;22280;34490;41093
1502939;PA;Dom Eliseu;39529;26629;24689;32517;18801;51318;61206
1502954;PA;Eldorado dos Carajás;29608;16800;14945;16589;15156;31745;34069
1503002;PA;Faro;10037;4240;3941;6140;2041;8181;6949
1503044;PA;Floresta do Araguaia;14284;9549;8276;8736;9089;17825;20742
1503077;PA;Garrafão do Norte;24221;13112;11939;8614;16437;25051;26155
1503093;PA;Goianésia do Pará;22685;15750;14687;21083;9354;30437;41678
1503101;PA;Gurupá;23098;15402;13658;9580;19480;29060;34127
1503200;PA;Igarapé-Açu;32400;18082;17761;21210;14633;35843;39234
1503309;PA;Igarapé-Miri;52604;29661;28362;26209;31814;58023;63367
1503408;PA;Inhangapi;7681;5190;4874;2769;7295;10064;12009
1503457;PA;Ipixuna do Pará;25138;26944;24439;12228;39155;51383;67170
1503507;PA;Irituia;30518;16288;15094;6509;24873;31382;32639
1503606;PA;Itaituba;94750;49612;47731;70602;26741;97343;101541
1503705;PA;Itupiranga;49655;27033;24225;20478;30780;51258;53439
1503754;PA;Jacareacanga;24024;8009;6031;4933;9107;14040;6952
1503804;PA;Jacundá;40546;25770;25605;45702;5673;51375;60517
1503903;PA;Juruti;31198;24615;22508;15843;31280;47123;59961
1504000;PA;Limoeiro do Ajuru;19564;13119;11909;6198;18830;25028;29623
1504059;PA;Mãe do Rio;25351;13741;14151;23036;4856;27892;30389
1504109;PA;Magalhães Barata;7693;4258;3857;3795;4320;8115;8598
1504208;PA;Marabá;168020;118148;115314;186122;47340;233462;287664
1504307;PA;Maracanã;27571;14694;13682;11659;16717;28376;29559
1504406;PA;Marapanim;24718;13864;12741;11711;14894;26605;28563
1504422;PA;Marituba;74429;53880;54371;107129;1122;108251;135812
1504455;PA;Medicilândia;21379;14966;12476;9622;17820;27442;32347
1504505;PA;Melgaço;21064;13208;11581;5499;19290;24789;28121
1504604;PA;Mocajuba;20542;13756;12989;18297;8448;26745;31917
1504703;PA;Moju;52941;36624;33297;25118;44803;69921;84251
1504752;PA;Mojuí dos Campos;0;0;0;0;0;0;16282
1504802;PA;Monte Alegre;61334;28487;26972;24575;30884;55459;58289
1504901;PA;Muaná;25467;17916;16321;14523;19714;34237;41454
1504950;PA;Nova Esperança do Piriá;18893;10645;9514;7972;12187;20159;21519
1504976;PA;Nova Ipixuna;11866;7729;6916;7724;6921;14645;17027
1505007;PA;Nova Timboteua;11406;7080;6580;5517;8143;13660;15646
1505031;PA;Novo Progresso;24948;13413;11693;17705;7401;25106;25769
1505064;PA;Novo Repartimento;41817;32768;29356;28065;34059;62124;78488
1505106;PA;Óbidos;46490;25500;23754;25414;23840;49254;52473
1505205;PA;Oeiras do Pará;23255;15017;13578;11432;17163;28595;33182
1505304;PA;Oriximiná;48332;31794;31169;40182;22781;62963;74921
1505403;PA;Ourém;14397;8440;7856;7438;8858;16296;18079
1505437;PA;Ourilândia do Norte;19471;14379;13185;19931;7633;27564;33831
1505486;PA;Pacajá;28888;21599;18453;13752;26300;40052;49110
1505494;PA;Palestina do Pará;7544;3883;3604;4572;2915;7487;7575
1505502;PA;Paragominas;76450;49263;48525;76478;21310;97788;115838
1505536;PA;Parauapebas;71568;77866;76076;138769;15173;153942;218787
1505551;PA;Pau DArco;7124;3176;2853;3641;2388;6029;5339
1505601;PA;Peixe-Boi;7760;4047;3821;4184;3684;7868;8084
1505635;PA;Piçarra;12671;6778;5925;3581;9122;12703;12976
1505650;PA;Placas;13394;12562;11368;4856;19074;23930;32325
1505700;PA;Ponta de Pedras;18694;13379;12610;12429;13560;25989;32007
1505809;PA;Portel;38043;26817;25349;24846;27320;52166;63831
1505908;PA;Porto de Moz;23545;17612;16339;14586;19365;33951;42456
1506005;PA;Prainha;27301;15475;13790;8954;20311;29265;29827
1506104;PA;Primavera;9718;5303;4965;6395;3873;10268;10889
1506112;PA;Quatipuru;10905;6461;5950;5313;7098;12411;13794
1506138;PA;Redenção;63251;37944;37561;69994;5511;75505;86326
1506161;PA;Rio Maria;17498;9174;8548;13536;4186;17722;18208
1506187;PA;Rondon do Pará;39870;24276;22698;34704;12270;46974;53242
1506195;PA;Rurópolis;24660;20870;19198;15275;24793;40068;52473
1506203;PA;Salinópolis;33449;19097;18333;33400;4030;37430;41164
1506302;PA;Salvaterra;15118;10292;9892;12681;7503;20184;24392
1506351;PA;Santa Bárbara do Pará;11378;8763;8391;5456;11698;17154;21811
1506401;PA;Santa Cruz do Arari;5255;4145;4018;4001;4162;8163;10496
1506500;PA;Santa Isabel do Pará;43227;31174;28302;42996;16480;59476;72856
1506559;PA;Santa Luzia do Pará;19400;9882;9540;8691;10731;19422;19839
1506583;PA;Santa Maria das Barreiras;10955;9489;7709;6351;10847;17198;22244
1506609;PA;Santa Maria do Pará;20850;11493;11540;13335;9698;23033;25127
1506708;PA;Santana do Araguaia;31218;29743;26389;29651;26481;56132;75995
1506807;PA;Santarém;262538;145651;149123;215947;78827;294774;308339
1506906;PA;Santarém Novo;5434;3214;2931;1813;4332;6145;6796
1507003;PA;Santo Antônio do Tauá;19835;13440;13233;14873;11800;26673;32346
1507102;PA;São Caetano de Odivelas;15595;8806;8085;6958;9933;16891;18207
1507151;PA;São Domingos do Araguaia;20005;11922;11218;15262;7878;23140;25945
1507201;PA;São Domingos do Capim;27405;15738;14089;6599;23228;29827;32285
1507300;PA;São Félix do Xingu;34621;48650;42643;45134;46159;91293;135732
1507409;PA;São Francisco do Pará;14245;7847;7349;5206;9990;15196;15978
1507458;PA;São Geraldo do Araguaia;27646;13077;12507;13601;11983;25584;24566
1507466;PA;São João da Ponta;4035;2739;2526;1031;4234;5265;6294
1507474;PA;São João de Pirabas;17484;10763;9881;10486;10158;20644;23440
1507508;PA;São João do Araguaia;12247;7132;6017;2583;10566;13149;14105
1507607;PA;São Miguel do Guamá;41366;25996;25531;31852;19675;51527;60268
1507706;PA;São Sebastião da Boa Vista;17664;11831;11059;9907;12983;22890;27302
1507755;PA;Sapucaia;3796;2710;2337;3325;1722;5047;6088
1507805;PA;Senador José Porfírio;15721;6968;6030;6475;6523;12998;11305
1507904;PA;Soure;19958;11477;11518;21009;1986;22995;25752
1507953;PA;Tailândia;38435;40991;38308;58715;20584;79299;111554
1507961;PA;Terra Alta;8261;5272;4982;4334;5920;10254;11971
1507979;PA;Terra Santa;14592;8794;8158;10340;6612;16952;19063
1508001;PA;Tomé-Açu;47273;29327;27187;31646;24868;56514;64604
1508035;PA;Tracuateua;22743;14329;13137;7266;20200;27466;31549
1508050;PA;Trairão;14042;9154;7731;5687;11198;16885;19344
1508084;PA;Tucumã;25309;17448;16203;26862;6789;33651;40661
1508100;PA;Tucuruí;73798;48381;48728;92433;4676;97109;116605
1508126;PA;Ulianópolis;19254;22208;21137;28529;14816;43345;62286
1508159;PA;Uruará;45201;23604;21116;24405;20315;44720;45395
1508209;PA;Vigia;40176;24555;23347;32362;15540;47902;54650
1508308;PA;Viseu;51090;29794;26887;18392;38289;56681;62093
1508357;PA;Vitória do Xingu;11142;7294;6186;5361;8119;13480;15421
1508407;PA;Xinguara;35220;20572;20001;31492;9081;40573;45416
1600055;AP;Serra do Navio;3293;2335;2074;2575;1834;4409;5577
1600105;AP;Amapá;7121;4186;3819;6926;1079;8005;9265
1600154;AP;Pedra Branca do Amapari;4009;5833;4940;5970;4803;10773;17625
1600204;AP;Calçoene;6730;4795;4169;7301;1663;8964;11493
1600212;AP;Cutias;3280;2393;2241;2409;2225;4634;6217
1600238;AP;Ferreira Gomes;3562;3033;2739;4161;1611;5772;8151
1600253;AP;Itaubal;2894;2317;1950;1766;2501;4267;5730
1600279;AP;Laranjal do Jari;28515;20350;19455;37824;1981;39805;52302
1600303;AP;Macapá;283308;195497;202416;380937;16976;397913;522357
1600402;AP;Mazagão;11986;8977;8053;8280;8750;17030;22468
1600501;AP;Oiapoque;12886;10666;9760;13873;6553;20426;28534
1600535;AP;Porto Grande;11042;8903;7922;10759;6066;16825;22927
1600550;AP;Pracuúba;2286;1990;1793;1867;1916;3783;5370
1600600;AP;Santana;80439;50361;50842;99094;2109;101203;124808
1600709;AP;Tartarugalzinho;7121;6599;5836;6501;5934;12435;18217
1600808;AP;Vitória do Jari;8560;6439;6006;10318;2127;12445;16572
1700251;TO;Abreulândia;2189;1258;1129;1476;911;2387;2609
1700301;TO;Aguiarnópolis;3145;2617;2541;4138;1020;5158;7049
1700350;TO;Aliança do Tocantins;6177;2899;2764;4756;907;5663;5303
1700400;TO;Almas;8474;3973;3622;6016;1579;7595;6905
1700707;TO;Alvorada;8508;4256;4124;7771;609;8380;8381
1701002;TO;Ananás;10512;4985;4888;8151;1722;9873;9435
1701051;TO;Angico;2889;1669;1500;1937;1232;3169;3475
1701101;TO;Aparecida do Rio Negro;3517;2168;2045;3313;900;4213;4901
1701309;TO;Aragominas;6180;3138;2744;2230;3652;5882;5705
1701903;TO;Araguacema;5414;3331;2986;2925;3392;6317;7223
1702000;TO;Araguaçu;9346;4513;4273;5882;2904;8786;8418
1702109;TO;Araguaína;113143;73605;76915;142963;7557;150520;186245
1702158;TO;Araguanã;4193;2586;2444;3386;1644;5030;5856
1702208;TO;Araguatins;26010;15966;15358;20136;11188;31324;36573
1702307;TO;Arapoema;7025;3447;3295;5455;1287;6742;6590
1702406;TO;Arraias;10984;5394;5249;7369;3274;10643;10502
1702554;TO;Augustinópolis;12964;8013;7952;13185;2780;15965;18870
1702703;TO;Aurora do Tocantins;3101;1774;1672;2482;964;3446;3809
1702901;TO;Axixá do Tocantins;8827;4600;4675;7621;1654;9275;9817
1703008;TO;Babaçulândia;10329;5568;4878;4931;5515;10446;10668
1703057;TO;Bandeirantes do Tocantins;2608;1696;1428;1685;1439;3124;3631
1703073;TO;Barra do Ouro;3579;2195;1928;2186;1937;4123;4673
1703107;TO;Barrolândia;5082;2758;2588;4474;872;5346;5669
1703206;TO;Bernardo Sayão;4551;2332;2135;2190;2277;4467;4439
1703305;TO;Bom Jesus do Tocantins;2323;1990;1778;2826;942;3768;5120
1703602;TO;Brasilândia do Tocantins;1923;1058;1008;1438;628;2066;2221
1703701;TO;Brejinho de Nazaré;4877;2600;2588;4195;993;5188;5540
1703800;TO;Buriti do Tocantins;7842;4939;4831;7454;2316;9770;11644
1703826;TO;Cachoeirinha;2023;1137;1011;1731;417;2148;2293
1703842;TO;Campos Lindos;5638;4264;3875;4819;3320;8139;10505
1703867;TO;Cariri do Tocantins;2990;2105;1649;2091;1663;3754;4499
1703883;TO;Carmolândia;2008;1202;1103;1813;492;2305;2627
1703891;TO;Carrasco Bonito;3218;1920;1770;1969;1721;3690;4165
1703909;TO;Caseara;3660;2384;2217;2737;1864;4601;5514
1704105;TO;Centenário;2163;1375;1190;1504;1061;2565;2966
1704600;TO;Chapada de Areia;1270;716;619;749;586;1335;1415
1705102;TO;Chapada da Natividade;3274;1793;1487;1656;1624;3280;3330
1705508;TO;Colinas do Tocantins;25301;15310;15569;29649;1230;30879;36271
1705557;TO;Combinado;4524;2374;2295;4000;669;4669;4870
1705607;TO;Conceição do Tocantins;4377;2132;2050;2911;1271;4182;4070
1706001;TO;Couto Magalhães;4335;2638;2371;1884;3125;5009;5690
1706100;TO;Cristalândia;7318;3700;3518;5924;1294;7218;7268
1706258;TO;Crixás do Tocantins;1384;822;744;874;692;1566;1749
1706506;TO;Darcinópolis;4273;2775;2498;3489;1784;5273;6250
1707009;TO;Dianópolis;15428;9676;9434;16447;2663;19110;22704
1707108;TO;Divinópolis do Tocantins;5776;3280;3083;4466;1897;6363;6986
1707207;TO;Dois Irmãos do Tocantins;7269;3958;3203;2777;4384;7161;7173
1707306;TO;Dueré;4565;2440;2149;3055;1534;4589;4686
1707405;TO;Esperantina;7623;4910;4566;4614;4862;9476;11280
1707553;TO;Fátima;3848;1909;1896;3135;670;3805;3824
1707652;TO;Figueirópolis;5562;2705;2635;4054;1286;5340;5222
1707702;TO;Filadélfia;8218;4470;4032;5538;2964;8502;8892
1708205;TO;Formoso do Araguaia;18817;9608;8820;13333;5095;18428;18358
1708254;TO;Fortaleza do Tabocão;2242;1236;1187;1968;455;2423;2615
1708304;TO;Goianorte;4839;2651;2309;2764;2196;4960;5136
1709005;TO;Goiatins;11036;6287;5777;4949;7115;12064;13169
1709302;TO;Guaraí;20018;11693;11519;21132;2080;23212;26403
1709500;TO;Gurupi;65034;38113;38652;75014;1751;76765;88428
1709807;TO;Ipueiras;1166;864;775;958;681;1639;2088
1710508;TO;Itacajá;6815;3731;3373;4273;2831;7104;7471
1710706;TO;Itaguatins;6386;3106;2923;3396;2633;6029;5801
1710904;TO;Itapiratins;3277;1917;1617;1916;1618;3534;3814
1711100;TO;Itaporã do Tocantins;2522;1278;1161;1562;877;2439;2412
1711506;TO;Jaú do Tocantins;3121;1815;1692;1310;2197;3507;3906
1711803;TO;Juarina;2333;1175;1056;1033;1198;2231;2174
1711902;TO;Lagoa da Confusão;6168;5526;4689;6337;3878;10215;13989
1711951;TO;Lagoa do Tocantins;2530;1830;1695;2538;987;3525;4470
1712009;TO;Lajeado;2344;1464;1309;2166;607;2773;3199
1712157;TO;Lavandeira;1209;838;767;1023;582;1605;1984
1712405;TO;Lizarda;3787;2011;1720;2583;1148;3731;3727
1712454;TO;Luzinópolis;2021;1350;1272;1675;947;2622;3200
1712504;TO;Marianópolis do Tocantins;3332;2318;2034;2383;1969;4352;5332
1712702;TO;Mateiros;1646;1185;1034;1411;808;2219;2773
1712801;TO;Maurilândia do Tocantins;2854;1695;1463;2020;1138;3158;3470
1713205;TO;Miracema do Tocantins;24444;10344;10348;17945;2747;20692;17628
1713304;TO;Miranorte;11802;6422;6204;11039;1587;12626;13551
1713601;TO;Monte do Carmo;5193;3602;3115;2881;3836;6717;8182
1713700;TO;Monte Santo do Tocantins;1869;1120;965;450;1635;2085;2311
